no	coord	coordx	coordy	median.elevation	forest.percent	water.percent
908	514146	514	146	437	0	0
909	514147	514	147	562	11	0
910	514148	514	148	753	10	0
911	514149	514	149	707	0	0
912	514150	514	150	694	4	0
913	514151	514	151	692	30	0
914	514152	514	152	698	14	0
915	514153	514	153	696	35	0
916	514154	514	154	717	4	0
917	514155	514	155	756	13	0
918	514156	514	156	820	72	0
919	514157	514	157	1108	100	0
920	514158	514	158	1359	100	0
921	514159	514	159	1395	40	0
922	514160	514	160	1468	84	0
923	514161	514	161	1574	49	0
924	514162	514	162	1488	50	0
925	514163	514	163	1417	41	0
926	514164	514	164	1403	43	0
927	514165	514	165	1319	24	0
928	514166	514	166	1162	62	1
929	514167	514	167	1006	8	53
930	514168	514	168	1010	7	56
931	514169	514	169	1008	1	50
932	514170	514	170	1113	53	9
933	514171	514	171	1184	71	0
934	514172	514	172	1104	74	0
935	514173	514	173	1114	23	0
936	515139	515	139	372	0	16
937	515140	515	140	372	0	100
938	515141	515	141	372	0	100
939	515142	515	142	350	0	100
940	515143	515	143	372	0	100
941	515144	515	144	372	0	99
942	515145	515	145	373	1	53
943	515146	515	146	403	1	0
944	515147	515	147	496	4	0
945	515148	515	148	707	24	0
946	515149	515	149	687	15	0
947	515150	515	150	685	49	1
948	515151	515	151	680	47	0
949	515152	515	152	669	39	0
950	515153	515	153	686	0	0
951	515154	515	154	691	3	0
952	515155	515	155	717	2	0
953	515156	515	156	741	2	0
954	515157	515	157	822	67	0
955	515158	515	158	1150	98	0
956	515159	515	159	1311	90	0
957	515160	515	160	1328	86	0
958	515161	515	161	1426	92	0
959	515162	515	162	1488	78	0
960	515163	515	163	1413	66	0
961	515164	515	164	1392	43	0
962	515165	515	165	1341	54	0
963	515166	515	166	1250	57	0
964	515167	515	167	1178	72	0
965	515168	515	168	1072	19	9
966	515169	515	169	1088	49	5
967	515170	515	170	1069	69	9
968	515171	515	171	1124	87	0
969	515172	515	172	1021	92	0
970	515173	515	173	1115	58	0
971	516140	516	140	372	0	96
972	516141	516	141	372	0	100
973	516142	516	142	372	0	100
974	516143	516	143	372	0	100
975	516144	516	144	372	0	100
976	516145	516	145	372	0	100
977	516146	516	146	386	0	20
978	516147	516	147	451	2	0
979	516148	516	148	653	25	0
980	516149	516	149	670	22	0
981	516150	516	150	642	47	0
982	516151	516	151	670	62	0
983	516152	516	152	649	54	0
984	516153	516	153	675	7	0
985	516154	516	154	683	1	0
986	516155	516	155	701	0	0
987	516156	516	156	703	12	0
988	516157	516	157	722	3	0
989	516158	516	158	811	70	0
990	516159	516	159	1052	100	0
991	516160	516	160	1218	93	0
992	516161	516	161	1186	97	0
993	516162	516	162	1254	100	0
994	516163	516	163	1316	86	0
995	516164	516	164	1299	24	0
996	516165	516	165	1320	54	0
997	516166	516	166	1352	82	0
998	516167	516	167	1225	67	0
999	516168	516	168	1127	58	0
1000	516169	516	169	1197	73	0
1001	516170	516	170	1319	63	0
1002	516171	516	171	1029	86	0
1003	516172	516	172	922	90	1
1004	516173	516	173	1079	86	1
1005	516174	516	174	1296	9	0
1006	517140	517	140	372	0	79
1007	517141	517	141	372	0	100
1008	517142	517	142	372	0	100
1009	517143	517	143	372	0	100
1010	517144	517	144	372	0	100
1011	517145	517	145	372	0	100
1012	517146	517	146	381	0	37
1013	517147	517	147	421	3	0
1014	517148	517	148	548	7	0
1015	517149	517	149	628	18	0
1016	517150	517	150	615	1	0
1017	517151	517	151	634	48	0
1018	517152	517	152	634	76	2
1019	517153	517	153	673	63	0
1020	517154	517	154	701	28	0
1021	517155	517	155	704	60	0
1022	517156	517	156	692	2	0
1023	517157	517	157	692	0	1
1024	517158	517	158	717	0	0
1025	517159	517	159	770	52	0
1026	517160	517	160	888	96	0
1027	517161	517	161	878	100	0
1028	517162	517	162	1008	100	0
1029	517163	517	163	1202	92	0
1030	517164	517	164	1216	83	0
1031	517165	517	165	1172	92	0
1032	517166	517	166	1186	66	0
1033	517167	517	167	1140	55	0
1034	517168	517	168	1090	11	0
1035	517169	517	169	1108	57	0
1036	517170	517	170	1202	47	0
1037	517171	517	171	1256	80	0
1038	517172	517	172	862	81	0
1039	517173	517	173	777	34	2
1040	517174	517	174	1238	55	0
1041	517175	517	175	1329	2	0
1042	518140	518	140	372	0	61
1043	518141	518	141	372	0	100
1044	518142	518	142	372	0	100
1045	518143	518	143	372	0	100
1046	518144	518	144	372	0	100
1047	518145	518	145	372	0	100
1048	518146	518	146	373	9	57
1049	518147	518	147	423	7	0
1050	518148	518	148	456	0	0
1051	518149	518	149	562	4	0
1052	518150	518	150	555	23	0
1053	518151	518	151	561	47	0
1054	518152	518	152	660	28	0
1055	518153	518	153	679	90	0
1056	518154	518	154	695	100	0
1057	518155	518	155	711	60	0
1058	518156	518	156	703	0	0
1059	518157	518	157	690	0	0
1060	518158	518	158	690	2	0
1061	518159	518	159	695	2	0
1062	518160	518	160	706	11	0
1063	518161	518	161	746	19	0
1064	518162	518	162	812	58	0
1065	518163	518	163	909	96	0
1066	518164	518	164	1030	90	0
1067	518165	518	165	1052	84	0
1068	518166	518	166	1090	91	0
1069	518167	518	167	1181	41	0
1070	518168	518	168	1099	27	0
1071	518169	518	169	1069	55	0
1072	518170	518	170	1087	10	0
1073	518171	518	171	1157	11	0
1074	518172	518	172	1081	87	0
1075	518173	518	173	774	30	4
1076	518174	518	174	941	72	0
1077	518175	518	175	1024	57	0
1078	518176	518	176	919	4	0
1079	519140	519	140	372	0	43
1080	519141	519	141	372	0	100
1081	519142	519	142	372	0	100
1082	519143	519	143	372	0	100
1083	519144	519	144	372	0	100
1084	519145	519	145	372	1	98
1085	519146	519	146	375	21	21
1086	519147	519	147	423	0	0
1087	519148	519	148	442	0	0
1088	519149	519	149	497	2	0
1089	519150	519	150	512	26	1
1090	519151	519	151	602	9	0
1091	519152	519	152	630	6	0
1092	519153	519	153	647	39	0
1093	519154	519	154	684	93	0
1094	519155	519	155	686	51	1
1095	519156	519	156	683	10	0
1096	519157	519	157	682	27	0
1097	519158	519	158	674	68	0
1098	519159	519	159	679	24	0
1099	519160	519	160	683	1	0
1100	519161	519	161	686	0	1
1101	519162	519	162	713	0	0
1102	519163	519	163	761	42	0
1103	519164	519	164	859	100	0
1104	519165	519	165	930	72	0
1105	519166	519	166	1025	68	0
1106	519167	519	167	1166	51	0
1107	519168	519	168	1212	45	0
1108	519169	519	169	1110	30	0
1109	519170	519	170	1024	38	1
1110	519171	519	171	994	5	1
1111	519172	519	172	1113	73	0
1112	519173	519	173	823	45	0
1113	519174	519	174	774	15	5
1114	519175	519	175	855	21	0
1115	519176	519	176	846	3	0
1116	519177	519	177	1106	5	0
1117	520140	520	140	372	0	25
1118	520141	520	141	372	0	100
1119	520142	520	142	372	0	100
1120	520143	520	143	372	0	100
1121	520144	520	144	372	0	100
1122	520145	520	145	372	0	93
1123	520146	520	146	384	28	5
1124	520147	520	147	407	18	2
1125	520148	520	148	429	11	1
1126	520149	520	149	461	15	1
1127	520150	520	150	518	5	0
1128	520151	520	151	549	1	0
1129	520152	520	152	579	3	0
1130	520153	520	153	635	21	0
1131	520154	520	154	677	86	0
1132	520155	520	155	687	92	0
1133	520156	520	156	687	44	0
1134	520157	520	157	682	91	0
1135	520158	520	158	669	89	0
1136	520159	520	159	670	89	0
1137	520160	520	160	667	37	0
1138	520161	520	161	665	10	0
1139	520162	520	162	666	10	0
1140	520163	520	163	703	9	0
1141	520164	520	164	758	72	0
1142	520165	520	165	832	23	0
1143	520166	520	166	900	31	0
1144	520167	520	167	1018	90	0
1145	520168	520	168	1207	53	0
1146	520169	520	169	1249	37	0
1147	520170	520	170	1173	13	0
1148	520171	520	171	997	63	0
1149	520172	520	172	1104	81	0
1150	520173	520	173	894	63	0
1151	520174	520	174	785	7	2
1152	520175	520	175	820	57	8
1153	520176	520	176	936	57	0
1154	520177	520	177	1121	52	0
1155	520178	520	178	1206	10	0
1156	521140	521	140	372	0	7
1157	521141	521	141	372	0	100
1158	521142	521	142	372	0	100
1159	521143	521	143	372	0	100
1160	521144	521	144	372	0	100
1161	521145	521	145	372	0	100
1162	521146	521	146	376	21	64
1163	521147	521	147	407	10	0
1164	521148	521	148	440	1	0
1165	521149	521	149	480	0	0
1166	521150	521	150	550	2	0
1167	521151	521	151	520	15	0
1168	521152	521	152	563	0	0
1169	521153	521	153	636	9	0
1170	521154	521	154	643	53	0
1171	521155	521	155	653	38	0
1172	521156	521	156	670	24	0
1173	521157	521	157	673	83	0
1174	521158	521	158	663	38	1
1175	521159	521	159	681	4	0
1176	521160	521	160	673	27	0
1177	521161	521	161	654	55	0
1178	521162	521	162	657	0	0
1179	521163	521	163	663	4	1
1180	521164	521	164	694	59	0
1181	521165	521	165	746	50	0
1182	521166	521	166	750	3	0
1183	521167	521	167	868	19	0
1184	521168	521	168	978	88	0
1185	521169	521	169	1214	64	0
1186	521170	521	170	1254	34	0
1187	521171	521	171	1028	90	0
1188	521172	521	172	1012	56	0
1189	521173	521	173	1058	62	0
1190	521174	521	174	750	84	2
1191	521175	521	175	804	30	0
1192	521176	521	176	974	57	0
1193	521177	521	177	1113	49	0
1194	521178	521	178	1218	17	0
1195	522141	522	141	372	0	75
1196	522142	522	142	372	0	100
1197	522143	522	143	372	0	100
1198	522144	522	144	372	0	100
1199	522145	522	145	372	0	100
1200	522146	522	146	372	0	100
1201	522147	522	147	403	6	4
1202	522148	522	148	429	5	0
1203	522149	522	149	459	13	0
1204	522150	522	150	473	26	0
1205	522151	522	151	475	5	0
1206	522152	522	152	519	0	0
1207	522153	522	153	575	16	0
1208	522154	522	154	600	4	0
1209	522155	522	155	620	0	0
1210	522156	522	156	637	13	0
1211	522157	522	157	665	93	0
1212	522158	522	158	644	14	0
1213	522159	522	159	660	1	0
1214	522160	522	160	650	1	0
1215	522161	522	161	646	71	0
1216	522162	522	162	638	21	0
1217	522163	522	163	649	0	0
1218	522164	522	164	645	7	0
1219	522165	522	165	671	57	0
1220	522166	522	166	729	64	0
1221	522167	522	167	779	34	0
1222	522168	522	168	849	20	0
1223	522169	522	169	957	74	0
1224	522170	522	170	1167	57	0
1225	522171	522	171	996	96	0
1226	522172	522	172	923	58	0
1227	522173	522	173	1112	78	0
1228	522174	522	174	828	41	0
1229	522175	522	175	750	32	3
1230	522176	522	176	925	29	0
1231	522177	522	177	1113	29	0
1232	522178	522	178	1238	33	0
1233	523141	523	141	372	0	16
1234	523142	523	142	372	0	98
1235	523143	523	143	372	0	100
1236	523144	523	144	372	0	100
1237	523145	523	145	372	0	100
1238	523146	523	146	372	0	100
1239	523147	523	147	387	1	30
1240	523148	523	148	421	0	0
1241	523149	523	149	436	11	0
1242	523150	523	150	455	20	0
1243	523151	523	151	485	1	0
1244	523152	523	152	506	5	0
1245	523153	523	153	518	3	0
1246	523154	523	154	554	2	0
1247	523155	523	155	586	0	0
1248	523156	523	156	603	0	0
1249	523157	523	157	607	14	0
1250	523158	523	158	606	1	1
1251	523159	523	159	613	3	0
1252	523160	523	160	615	38	0
1253	523161	523	161	624	55	0
1254	523162	523	162	623	64	0
1255	523163	523	163	627	0	0
1256	523164	523	164	628	0	1
1257	523165	523	165	629	12	0
1258	523166	523	166	668	73	0
1259	523167	523	167	716	84	0
1260	523168	523	168	761	36	0
1261	523169	523	169	821	47	0
1262	523170	523	170	902	72	0
1263	523171	523	171	898	72	0
1264	523172	523	172	807	63	0
1265	523173	523	173	1013	81	0
1266	523174	523	174	989	70	0
1267	523175	523	175	747	86	2
1268	523176	523	176	804	44	0
1269	523177	523	177	1072	67	0
1270	523178	523	178	1289	40	0
1271	523179	523	179	1381	21	0
1272	523180	523	180	1277	6	0
1273	523183	523	183	1143	5	0
1274	523184	523	184	1128	49	0
1275	523185	523	185	1107	17	0
1276	523186	523	186	1099	3	0
1277	523197	523	197	1143	37	0
1278	523198	523	198	1105	10	0
1279	524142	524	142	372	0	53
1280	524143	524	143	372	0	100
1281	524144	524	144	372	0	100
1282	524145	524	145	372	0	100
1283	524146	524	146	372	0	100
1284	524147	524	147	372	0	89
1285	524148	524	148	394	2	0
1286	524149	524	149	421	12	0
1287	524150	524	150	440	9	0
1288	524151	524	151	477	0	0
1289	524152	524	152	508	0	0
1290	524153	524	153	503	0	0
1291	524154	524	154	497	8	0
1292	524155	524	155	517	6	0
1293	524156	524	156	536	19	0
1294	524157	524	157	558	12	0
1295	524158	524	158	581	6	0
1296	524159	524	159	603	23	0
1297	524160	524	160	601	87	0
1298	524161	524	161	596	28	0
1299	524162	524	162	603	4	1
1300	524163	524	163	613	1	0
1301	524164	524	164	614	10	0
1302	524165	524	165	608	12	0
1303	524166	524	166	618	6	1
1304	524167	524	167	667	76	0
1305	524168	524	168	715	99	0
1306	524169	524	169	751	58	0
1307	524170	524	170	785	4	0
1308	524171	524	171	786	20	0
1309	524172	524	172	752	33	0
1310	524173	524	173	842	13	0
1311	524174	524	174	847	46	0
1312	524175	524	175	743	91	1
1313	524176	524	176	738	31	0
1314	524177	524	177	880	61	0
1315	524178	524	178	1214	66	0
1316	524179	524	179	1342	25	0
1317	524180	524	180	1346	47	0
1318	524181	524	181	1211	11	0
1319	524182	524	182	1245	8	0
1320	524183	524	183	1194	86	0
1321	524184	524	184	1119	38	0
1322	524185	524	185	1097	1	0
1323	524186	524	186	1092	2	0
1324	524187	524	187	1105	61	0
1325	524188	524	188	1136	18	0
1326	524195	524	195	1094	7	0
1327	524196	524	196	1162	30	0
1328	524197	524	197	1194	79	0
1329	524198	524	198	1103	31	1
1330	524199	524	199	1134	1	0
1331	525142	525	142	372	0	4
1332	525143	525	143	372	0	87
1333	525144	525	144	372	0	100
1334	525145	525	145	372	0	100
1335	525146	525	146	372	0	100
1336	525147	525	147	372	0	100
1337	525148	525	148	372	0	96
1338	525149	525	149	390	6	20
1339	525150	525	150	408	24	0
1340	525151	525	151	434	0	0
1341	525152	525	152	457	1	0
1342	525153	525	153	487	9	0
1343	525154	525	154	516	4	0
1344	525155	525	155	512	15	0
1345	525156	525	156	528	0	0
1346	525157	525	157	546	5	0
1347	525158	525	158	559	4	0
1348	525159	525	159	567	0	0
1349	525160	525	160	584	4	0
1350	525161	525	161	581	0	0
1351	525162	525	162	575	7	1
1352	525163	525	163	586	10	0
1353	525164	525	164	584	39	0
1354	525165	525	165	599	9	0
1355	525166	525	166	602	18	0
1356	525167	525	167	612	19	0
1357	525168	525	168	654	92	0
1358	525169	525	169	703	91	0
1359	525170	525	170	720	25	0
1360	525171	525	171	705	31	0
1361	525172	525	172	746	85	0
1362	525173	525	173	758	37	0
1363	525174	525	174	755	46	0
1364	525175	525	175	679	64	0
1365	525176	525	176	689	15	1
1366	525177	525	177	798	10	0
1367	525178	525	178	1019	89	0
1368	525179	525	179	1295	49	0
1369	525180	525	180	1448	26	0
1370	525181	525	181	1283	44	0
1371	525182	525	182	1275	65	0
1372	525183	525	183	1261	68	0
1373	525184	525	184	1171	63	0
1374	525185	525	185	1097	0	0
1375	525186	525	186	1081	0	0
1376	525187	525	187	1097	19	1
1377	525188	525	188	1110	55	0
1378	525189	525	189	1072	22	0
1379	525190	525	190	1075	22	0
1380	525191	525	191	1144	33	0
1381	525192	525	192	1191	27	0
1382	525193	525	193	1196	7	0
1383	525194	525	194	932	11	0
1384	525195	525	195	985	33	0
1385	525196	525	196	1148	42	0
1386	525197	525	197	1182	47	0
1387	525198	525	198	1173	26	0
1388	525199	525	199	1132	20	0
1389	525200	525	200	1127	1	0
1390	526143	526	143	372	0	31
1391	526144	526	144	372	0	100
1392	526145	526	145	372	0	100
1393	526146	526	146	372	0	100
1394	526147	526	147	372	0	100
1395	526148	526	148	372	0	100
1396	526149	526	149	372	11	61
1397	526150	526	150	393	1	10
1398	526151	526	151	416	0	0
1399	526152	526	152	433	15	0
1400	526153	526	153	477	23	0
1401	526154	526	154	513	6	0
1402	526155	526	155	520	0	0
1403	526156	526	156	501	2	0
1404	526157	526	157	507	4	0
1405	526158	526	158	542	0	0
1406	526159	526	159	548	7	0
1407	526160	526	160	548	19	0
1408	526161	526	161	574	0	0
1409	526162	526	162	592	2	0
1410	526163	526	163	562	23	0
1411	526164	526	164	549	9	2
1412	526165	526	165	539	4	0
1413	526166	526	166	580	7	0
1414	526167	526	167	576	14	0
1415	526168	526	168	613	62	0
1416	526169	526	169	635	96	0
1417	526170	526	170	666	88	0
1418	526171	526	171	649	37	0
1419	526172	526	172	651	44	0
1420	526173	526	173	647	27	0
1421	526174	526	174	669	11	0
1422	526175	526	175	639	78	1
1423	526176	526	176	701	37	0
1424	526177	526	177	735	1	0
1425	526178	526	178	773	63	0
1426	526179	526	179	1091	62	0
1427	526180	526	180	1334	58	0
1428	526181	526	181	1350	39	0
1429	526182	526	182	1328	40	0
1430	526183	526	183	1296	48	0
1431	526184	526	184	1240	37	0
1432	526185	526	185	1104	30	0
1433	526186	526	186	1086	3	0
1434	526187	526	187	1082	15	2
1435	526188	526	188	1112	31	0
1436	526189	526	189	1064	17	0
1437	526190	526	190	1068	23	0
1438	526191	526	191	1121	26	0
1439	526192	526	192	1167	70	0
1440	526193	526	193	1194	30	0
1441	526194	526	194	1030	36	0
1442	526195	526	195	935	3	0
1443	526196	526	196	1104	62	0
1444	526197	526	197	1159	81	0
1445	526198	526	198	1158	79	0
1446	526199	526	199	1187	54	0
1447	526200	526	200	1140	36	0
1448	526201	526	201	1141	12	0
1449	527144	527	144	372	0	69
1450	527145	527	145	372	0	100
1451	527146	527	146	372	0	100
1452	527147	527	147	372	0	100
1453	527148	527	148	372	0	100
1454	527149	527	149	372	0	100
1455	527150	527	150	372	0	78
1456	527151	527	151	382	4	3
1457	527152	527	152	424	0	0
1458	527153	527	153	478	1	0
1459	527154	527	154	490	2	0
1460	527155	527	155	511	0	0
1461	527156	527	156	513	5	0
1462	527157	527	157	490	9	0
1463	527158	527	158	450	6	0
1464	527159	527	159	522	25	0
1465	527160	527	160	545	10	0
1466	527161	527	161	573	0	0
1467	527162	527	162	594	19	0
1468	527163	527	163	595	65	1
1469	527164	527	164	594	60	0
1470	527165	527	165	576	27	0
1471	527166	527	166	547	45	0
1472	527167	527	167	541	37	1
1473	527168	527	168	578	56	0
1474	527169	527	169	591	98	0
1475	527170	527	170	615	50	0
1476	527171	527	171	624	5	0
1477	527172	527	172	623	15	0
1478	527173	527	173	621	38	0
1479	527174	527	174	650	60	0
1480	527175	527	175	603	99	1
1481	527176	527	176	632	87	0
1482	527177	527	177	640	45	0
1483	527178	527	178	652	10	0
1484	527179	527	179	738	97	0
1485	527180	527	180	902	100	0
1486	527181	527	181	1191	89	0
1487	527182	527	182	1250	33	0
1488	527183	527	183	1374	78	0
1489	527184	527	184	1163	79	0
1490	527185	527	185	1166	40	0
1491	527186	527	186	1150	46	0
1492	527187	527	187	1067	34	0
1493	527188	527	188	1128	37	0
1494	527189	527	189	1110	44	0
1495	527190	527	190	1050	13	0
1496	527191	527	191	1084	48	0
1497	527192	527	192	1156	29	0
1498	527193	527	193	1199	34	0
1499	527194	527	194	1148	54	0
1500	527195	527	195	938	0	0
1501	527196	527	196	990	26	0
1502	527197	527	197	1177	98	0
1503	527198	527	198	1150	47	0
1504	527199	527	199	1166	66	0
1505	527200	527	200	1212	69	0
1506	527201	527	201	1186	63	0
1507	527202	527	202	1166	10	0
1508	528144	528	144	372	0	13
1509	528145	528	145	372	0	96
1510	528146	528	146	372	0	100
1511	528147	528	147	372	0	100
1512	528148	528	148	372	0	100
1513	528149	528	149	372	0	100
1514	528150	528	150	372	0	100
1515	528151	528	151	372	0	87
1516	528152	528	152	389	1	3
1517	528153	528	153	447	7	0
1518	528154	528	154	462	3	0
1519	528155	528	155	461	4	0
1520	528156	528	156	464	4	0
1521	528157	528	157	472	6	0
1522	528158	528	158	467	13	0
1523	528159	528	159	499	0	0
1524	528160	528	160	537	4	0
1525	528161	528	161	551	1	0
1526	528162	528	162	573	0	0
1527	528163	528	163	575	3	0
1528	528164	528	164	574	0	0
1529	528165	528	165	562	7	0
1530	528166	528	166	524	16	0
1531	528167	528	167	496	22	3
1532	528168	528	168	532	44	0
1533	528169	528	169	550	36	0
1534	528170	528	170	555	21	0
1535	528171	528	171	567	32	0
1536	528172	528	172	571	1	0
1537	528173	528	173	558	8	0
1538	528174	528	174	552	11	0
1539	528175	528	175	563	86	1
1540	528176	528	176	602	57	0
1541	528177	528	177	605	46	0
1542	528178	528	178	601	7	0
1543	528179	528	179	616	57	0
1544	528180	528	180	669	63	0
1545	528181	528	181	780	90	0
1546	528182	528	182	1015	89	0
1547	528183	528	183	1129	90	0
1548	528184	528	184	1122	57	0
1549	528185	528	185	1049	4	0
1550	528186	528	186	1118	11	0
1551	528187	528	187	1197	35	0
1552	528188	528	188	1126	69	0
1553	528189	528	189	1133	54	0
1554	528190	528	190	1078	13	0
1555	528191	528	191	1022	12	0
1556	528192	528	192	1118	66	0
1557	528193	528	193	1202	25	0
1558	528194	528	194	1186	49	0
1559	528195	528	195	949	21	0
1560	528196	528	196	978	0	0
1561	528197	528	197	1075	74	0
1562	528198	528	198	1155	69	0
1563	528199	528	199	1091	37	0
1564	528200	528	200	1156	80	0
1565	528201	528	201	1195	100	0
1566	528202	528	202	1133	39	0
1567	529145	529	145	372	0	56
1568	529146	529	146	372	0	100
1569	529147	529	147	372	0	100
1570	529148	529	148	372	0	100
1571	529149	529	149	372	0	100
1572	529150	529	150	372	0	100
1573	529151	529	151	372	0	98
1574	529152	529	152	385	2	5
1575	529153	529	153	433	9	0
1576	529154	529	154	441	11	1
1577	529155	529	155	464	1	0
1578	529156	529	156	455	28	0
1579	529157	529	157	453	11	0
1580	529158	529	158	450	29	0
